 6/42 ;    November 28, 2013 ;    32-10-12-08-20-26 ;        24,264,760.00
 6/45 ;    November 27, 2013 ;    15-37-16-03-38-43 ;        32,800,264.00
 6/42 ;    November 26, 2013 ;    22-15-02-34-01-36 ;        21,221,548.00
 6/45 ;    November 25, 2013 ;    34-03-37-42-05-06 ;        28,791,200.00
 6/42 ;    November 23, 2013 ;    18-35-17-40-15-30 ;        18,079,068.00
 6/55 ;    November 23, 2013 ;    32-46-28-38-48-21 ;        30,000,000.00
 6/45 ;    November 22, 2013 ;    32-10-37-29-40-06 ;        24,843,364.00
 6/42 ;    November 21, 2013 ;    28-32-38-36-14-16 ;        14,749,020.00
 6/45 ;    November 20, 2013 ;    32-08-25-07-44-20 ;        19,321,848.00
 6/42 ;    November 19, 2013 ;    32-26-10-40-41-36 ;        11,921,524.00
 6/45 ;    November 18, 2013 ;    21-10-28-17-30-26 ;        15,613,020.00
 6/42 ;    November 16, 2013 ;    30-03-17-41-26-02 ;         8,941,568.00
 6/55 ;    November 16, 2013 ;    17-53-47-35-07-27 ;        30,000,000.00
 6/45 ;    November 15, 2013 ;    45-16-25-23-01-07 ;        11,891,072.00
 6/42 ;    November 14, 2013 ;    14-39-15-18-42-04 ;         6,000,000.00
 6/45 ;    November 13, 2013 ;    07-08-45-10-30-20 ;         9,000,000.00
 6/42 ;    November 12, 2013 ;    32-16-24-03-05-25 ;         6,000,000.00
 6/45 ;    November 11, 2013 ;    24-19-31-36-04-33 ;         9,000,000.00
 6/42 ;    November 09, 2013 ;    28-30-02-03-08-42 ;        56,230,840.00
 6/55 ;    November 09, 2013 ;    18-01-39-47-03-55 ;        30,000,000.00
 6/45 ;    November 08, 2013 ;    11-29-27-04-16-08 ;         9,000,000.00
 6/42 ;    November 07, 2013 ;    18-22-41-04-19-20 ;        50,638,124.00
 6/45 ;    November 06, 2013 ;    01-12-25-28-37-27 ;        73,811,464.00
 6/42 ;    November 05, 2013 ;    32-17-30-08-20-11 ;        45,730,328.00
 6/45 ;    November 04, 2013 ;    25-24-23-11-07-38 ;        67,203,744.00
 6/42 ;    November 02, 2013 ;    24-37-07-30-25-01 ;        40,698,928.00
 6/55 ;    November 02, 2013 ;    06-34-38-20-49-13 ;       139,078,576.00
 6/45 ;    November 01, 2013 ;    29-10-31-04-01-08 ;        61,787,940.00
 6/42 ;     October 31, 2013 ;    07-35-14-30-06-04 ;        36,909,680.00
 6/45 ;     October 30, 2013 ;    24-20-45-37-33-16 ;        57,003,668.00
 6/42 ;     October 29, 2013 ;    37-17-03-20-28-23 ;        32,557,272.00
 6/45 ;     October 28, 2013 ;    44-33-18-45-17-10 ;        52,084,556.00
 6/42 ;     October 26, 2013 ;    29-20-28-35-16-11 ;        28,424,744.00
 6/55 ;     October 26, 2013 ;    46-02-04-30-22-33 ;       116,061,952.00
 6/45 ;     October 25, 2013 ;    14-30-09-01-20-06 ;        48,171,828.00
 6/42 ;     October 24, 2013 ;    04-22-12-25-20-21 ;        24,853,032.00
 6/45 ;     October 23, 2013 ;    26-34-31-44-12-04 ;        41,854,660.00
 6/42 ;     October 22, 2013 ;    21-38-35-15-39-10 ;        21,111,124.00
 6/45 ;     October 21, 2013 ;    12-26-11-04-29-38 ;        37,691,040.00
 6/42 ;     October 19, 2013 ;    15-11-19-33-18-07 ;        17,371,676.00
 6/55 ;     October 19, 2013 ;    15-38-26-21-18-39 ;        93,848,752.00
 6/45 ;     October 18, 2013 ;    12-18-43-28-17-29 ;        33,621,576.00
 6/42 ;     October 17, 2013 ;    25-35-39-18-23-40 ;        14,183,856.00
 6/45 ;     October 16, 2013 ;    36-06-01-35-09-41 ;        27,794,656.00
 6/42 ;     October 15, 2013 ;    15-19-27-06-09-26 ;        11,261,876.00
 6/45 ;     October 14, 2013 ;    31-13-41-01-05-15 ;        24,155,244.00
 6/42 ;     October 12, 2013 ;    09-37-06-39-36-13 ;         8,501,840.00
 6/55 ;     October 12, 2013 ;    11-48-01-13-10-42 ;        76,073,276.00
 6/45 ;     October 11, 2013 ;    25-20-41-11-15-26 ;        20,404,960.00
 6/42 ;     October 10, 2013 ;    27-09-16-35-42-19 ;         6,000,000.00
 6/45 ;     October 09, 2013 ;    42-31-21-19-44-13 ;        15,318,984.00
 6/42 ;     October 08, 2013 ;    04-24-31-37-03-19 ;         6,000,000.00
 6/45 ;     October 07, 2013 ;    08-16-39-13-20-26 ;        11,907,464.00
 6/42 ;     October 05, 2013 ;    06-01-31-23-13-11 ;        60,181,596.00
 6/55 ;     October 05, 2013 ;    17-18-07-47-03-31 ;        59,801,960.00
 6/45 ;     October 04, 2013 ;    12-14-08-39-02-42 ;         9,000,000.00
 6/42 ;     October 03, 2013 ;    09-31-11-38-33-18 ;        54,514,020.00
 6/45 ;     October 02, 2013 ;    30-33-21-25-26-45 ;         9,000,000.00
 6/42 ;     October 01, 2013 ;    14-07-17-32-03-23 ;        49,028,528.00
 6/45 ;   September 30, 2013 ;    45-22-24-23-42-11 ;        19,904,628.00
 6/42 ;   September 28, 2013 ;    26-40-38-18-02-35 ;        43,786,692.00
 6/55 ;   September 28, 2013 ;    50-44-20-31-26-45 ;        46,149,984.00
 6/45 ;   September 27, 2013 ;    45-26-28-05-23-10 ;        16,267,356.00
 6/42 ;   September 26, 2013 ;    01-03-26-04-27-19 ;        39,709,788.00
 6/45 ;   September 25, 2013 ;    18-17-29-12-27-44 ;        11,178,244.00
 6/42 ;   September 24, 2013 ;    31-11-33-34-22-14 ;        36,036,660.00
 6/45 ;   September 23, 2013 ;    40-34-45-29-16-01 ;         9,000,000.00
 6/42 ;   September 21, 2013 ;    39-02-20-08-25-05 ;        32,243,492.00
 6/55 ;   September 21, 2013 ;    48-52-35-34-29-55 ;        34,622,788.00
 6/45 ;   September 20, 2013 ;    31-13-33-36-02-09 ;         9,000,000.00
 6/42 ;   September 19, 2013 ;    38-37-21-42-16-35 ;        28,349,348.00
 6/45 ;   September 18, 2013 ;    19-12-17-31-02-16 ;         9,000,000.00
 6/42 ;   September 17, 2013 ;    05-27-32-36-22-09 ;        24,933,960.00
 6/45 ;   September 16, 2013 ;    19-27-06-11-34-29 ;         9,000,000.00
 6/42 ;   September 14, 2013 ;    01-34-09-28-31-30 ;        21,353,192.00
 6/55 ;   September 14, 2013 ;    52-14-32-44-08-13 ;        30,000,000.00
 6/45 ;   September 13, 2013 ;    39-01-13-19-16-22 ;        56,126,228.00
 6/42 ;   September 12, 2013 ;    25-12-40-08-24-23 ;        17,877,244.00
 6/45 ;   September 11, 2013 ;    42-01-04-02-08-24 ;        49,062,216.00
 6/42 ;   September 10, 2013 ;    16-13-15-17-36-28 ;        14,948,848.00
 6/45 ;   September 09, 2013 ;    33-25-37-01-43-23 ;        44,008,892.00
 6/42 ;   September 07, 2013 ;    21-29-32-27-40-24 ;        12,110,960.00
 6/55 ;   September 07, 2013 ;    39-12-38-23-11-40 ;        30,000,000.00
 6/45 ;   September 06, 2013 ;    33-44-01-37-26-31 ;        39,021,616.00
 6/42 ;   September 05, 2013 ;    31-11-35-06-40-23 ;         8,934,164.00
 6/45 ;   September 04, 2013 ;    31-07-11-34-36-08 ;        32,675,996.00
 6/42 ;   September 03, 2013 ;    38-36-39-01-22-16 ;         6,196,352.00
 6/45 ;   September 02, 2013 ;    11-05-21-13-33-01 ;        28,306,200.00
 6/42 ;      August 31, 2013 ;    20-05-41-35-02-28 ;         6,000,000.00
 6/55 ;      August 31, 2013 ;    55-26-03-40-25-21 ;        30,000,000.00
 6/45 ;      August 30, 2013 ;    17-10-08-37-39-18 ;        23,939,792.00
 6/42 ;      August 29, 2013 ;    17-09-42-29-34-36 ;        44,005,592.00
 6/45 ;      August 28, 2013 ;    11-28-15-30-39-27 ;        18,310,996.00
 6/42 ;      August 27, 2013 ;    39-18-38-02-35-16 ;        39,119,964.00
 6/45 ;      August 26, 2013 ;    15-39-04-02-27-09 ;        14,691,704.00
 6/42 ;      August 24, 2013 ;    01-38-40-29-22-25 ;        34,263,156.00
 6/55 ;      August 24, 2013 ;    27-55-29-07-24-31 ;        30,000,000.00
 6/45 ;      August 23, 2013 ;    15-26-18-34-13-29 ;        11,263,204.00
 6/42 ;      August 22, 2013 ;    01-10-18-08-06-42 ;        29,938,156.00
 6/45 ;      August 21, 2013 ;    15-33-07-06-19-13 ;         9,000,000.00
 6/42 ;      August 20, 2013 ;    15-30-42-35-16-13 ;        25,930,996.00
 6/45 ;      August 19, 2013 ;    14-06-28-09-24-40 ;         9,000,000.00
 6/42 ;      August 17, 2013 ;    37-11-25-35-08-32 ;        22,918,252.00
 6/55 ;      August 17, 2013 ;    01-35-27-13-09-07 ;        61,811,644.00
 6/45 ;      August 16, 2013 ;    24-18-33-45-09-16 ;        32,874,460.00
 6/42 ;      August 15, 2013 ;    37-13-40-08-30-11 ;        19,497,128.00
 6/45 ;      August 14, 2013 ;    11-37-19-32-41-23 ;        26,627,808.00
 6/42 ;      August 13, 2013 ;    19-08-30-40-15-18 ;        15,860,576.00
 6/45 ;      August 12, 2013 ;    12-32-07-44-30-26 ;        22,598,304.00
 6/42 ;      August 10, 2013 ;    39-40-11-19-30-35 ;        12,327,584.00
 6/55 ;      August 10, 2013 ;    51-30-42-32-43-09 ;        47,129,180.00
 6/45 ;      August 09, 2013 ;    28-23-42-22-34-10 ;        19,133,972.00
 6/42 ;      August 08, 2013 ;    20-40-29-24-07-08 ;         9,139,868.00
 6/45 ;      August 07, 2013 ;    04-41-33-27-44-09 ;        13,510,088.00
 6/42 ;      August 06, 2013 ;    41-07-04-38-13-29 ;         6,282,888.00
 6/45 ;      August 05, 2013 ;    35-23-15-08-02-10 ;         9,820,480.00
 6/42 ;      August 03, 2013 ;    06-41-14-37-40-35 ;         6,000,000.00
 6/55 ;      August 03, 2013 ;    04-19-22-35-26-43 ;        32,271,248.00
 6/45 ;      August 02, 2013 ;    40-23-13-42-26-33 ;         9,000,000.00
 6/42 ;      August 01, 2013 ;    11-42-05-10-27-22 ;        23,301,496.00
 6/45 ;        July 31, 2013 ;    04-11-39-13-33-43 ;        46,125,144.00
 6/42 ;        July 30, 2013 ;    30-27-14-10-35-20 ;        19,656,556.00
 6/45 ;        July 29, 2013 ;    23-13-21-31-16-05 ;        40,743,024.00
 6/42 ;        July 27, 2013 ;    29-36-30-16-39-41 ;        16,022,900.00
 6/55 ;        July 27, 2013 ;    07-30-35-36-20-45 ;        30,000,000.00
 6/45 ;        July 26, 2013 ;    33-29-37-36-04-12 ;        35,620,476.00
 6/42 ;        July 25, 2013 ;    25-22-21-04-19-07 ;        12,560,080.00
 6/45 ;        July 24, 2013 ;    39-41-21-15-04-07 ;        29,412,192.00
 6/42 ;        July 23, 2013 ;    12-42-31-32-06-13 ;         9,409,564.00
 6/45 ;        July 22, 2013 ;    06-41-10-11-38-42 ;        24,952,692.00
 6/42 ;        July 20, 2013 ;    09-08-38-03-36-02 ;         6,384,180.00
 6/55 ;        July 20, 2013 ;    39-06-50-11-42-44 ;        30,000,000.00
 6/45 ;        July 19, 2013 ;    32-33-38-10-31-15 ;        20,559,232.00
 6/42 ;        July 18, 2013 ;    05-29-34-35-10-27 ;         6,000,000.00
 6/45 ;        July 17, 2013 ;    11-19-25-33-20-24 ;        14,274,456.00
 6/42 ;        July 16, 2013 ;    24-29-01-27-03-42 ;         9,770,064.00
 6/45 ;        July 15, 2013 ;    12-04-27-05-18-19 ;        10,179,568.00
 6/42 ;        July 13, 2013 ;    07-34-26-12-23-38 ;         6,440,892.00
 6/55 ;        July 13, 2013 ;    22-14-08-29-42-18 ;        30,000,000.00
 6/45 ;        July 12, 2013 ;    11-24-06-34-09-45 ;         9,000,000.00
 6/42 ;        July 11, 2013 ;    15-27-08-16-37-14 ;         6,000,000.00
 6/45 ;        July 10, 2013 ;    41-09-45-03-21-17 ;        23,715,528.00
 6/42 ;        July 09, 2013 ;    29-39-11-15-07-21 ;        17,093,184.00
 6/45 ;        July 08, 2013 ;    24-03-39-21-38-17 ;        19,295,960.00
 6/42 ;        July 06, 2013 ;    13-20-23-25-27-28 ;        13,592,580.00
 6/55 ;        July 06, 2013 ;    02-22-41-12-17-49 ;        30,000,000.00
 6/45 ;        July 05, 2013 ;    27-29-38-28-17-01 ;        14,843,592.00
 6/42 ;        July 04, 2013 ;    14-20-37-08-13-39 ;         9,775,272.00
 6/45 ;        July 03, 2013 ;    26-23-17-07-40-32 ;         9,000,000.00
 6/42 ;        July 02, 2013 ;    25-07-27-08-16-10 ;         6,666,936.00
 6/45 ;        July 01, 2013 ;    23-40-06-11-15-45 ;         9,000,000.00
 6/42 ;        June 29, 2013 ;    26-35-39-08-38-28 ;         6,000,000.00
 6/55 ;        June 29, 2013 ;    26-50-43-55-29-21 ;       166,002,973.20
 6/45 ;        June 28, 2013 ;    20-19-42-18-32-01 ;        53,987,876.00
 6/42 ;        June 27, 2013 ;    38-27-32-35-22-08 ;        33,917,556.00
 6/45 ;        June 26, 2013 ;    38-16-18-17-21-37 ;        46,202,576.00
 6/42 ;        June 25, 2013 ;    11-26-32-07-36-33 ;        29,890,216.00
 6/45 ;        June 24, 2013 ;    12-22-28-23-41-29 ;        41,039,148.00
 6/42 ;        June 22, 2013 ;    17-01-35-04-14-07 ;        25,735,364.00
 6/55 ;        June 22, 2013 ;    15-30-39-47-44-21 ;       130,922,469.20
 6/45 ;        June 21, 2013 ;    07-20-15-26-30-45 ;        36,207,524.00
 6/42 ;        June 20, 2013 ;    23-27-19-13-37-32 ;        21,740,460.00
 6/45 ;        June 19, 2013 ;    18-41-25-24-16-37 ;        29,309,860.00
 6/42 ;        June 18, 2013 ;    35-32-24-36-19-28 ;        17,964,776.00
 6/45 ;        June 17, 2013 ;    38-05-27-34-42-03 ;        24,929,904.00
 6/42 ;        June 15, 2013 ;    21-23-38-34-06-33 ;        14,175,720.00
 6/55 ;        June 15, 2013 ;    22-33-28-08-13-43 ;       102,785,325.20
 6/45 ;        June 14, 2013 ;    04-24-02-27-05-41 ;        20,735,228.00
 6/42 ;        June 13, 2013 ;    33-09-30-18-14-22 ;        10,385,308.00
 6/45 ;        June 12, 2013 ;    23-37-26-25-20-40 ;        14,179,672.00
 6/42 ;        June 11, 2013 ;    19-28-30-20-04-39 ;         7,219,136.00
 6/45 ;        June 10, 2013 ;    04-03-35-39-12-30 ;        10,341,632.00
 6/42 ;        June 08, 2013 ;    22-21-27-33-07-30 ;         6,000,000.00
 6/55 ;        June 08, 2013 ;    33-17-30-29-32-21 ;        80,425,753.20
 6/45 ;        June 07, 2013 ;    34-43-04-07-28-31 ;         9,000,000.00
 6/42 ;        June 06, 2013 ;    22-13-05-19-25-10 ;        39,462,944.00
 6/45 ;        June 05, 2013 ;    17-25-01-26-07-10 ;         9,000,000.00
 6/42 ;        June 04, 2013 ;    34-15-31-33-04-11 ;        34,162,808.00
 6/45 ;        June 03, 2013 ;    16-31-04-45-21-20 ;         9,000,000.00
 6/42 ;        June 01, 2013 ;    22-09-34-14-28-27 ;        29,772,684.00
 6/55 ;        June 01, 2013 ;    39-33-18-36-37-15 ;        61,755,041.20
 6/45 ;         May 31, 2013 ;    05-39-06-11-40-10 ;        28,551,304.00
 6/42 ;         May 30, 2013 ;    04-31-13-30-08-32 ;        25,195,212.00
 6/45 ;         May 29, 2013 ;    35-17-31-15-44-24 ;        21,310,936.00
 6/42 ;         May 28, 2013 ;    05-04-10-21-03-16 ;        21,202,604.00
 6/45 ;         May 27, 2013 ;    03-39-07-04-21-15 ;        16,608,232.00
 6/42 ;         May 25, 2013 ;    32-20-27-04-24-16 ;        17,024,840.00
 6/55 ;         May 25, 2013 ;    11-31-21-49-24-41 ;        44,844,685.20
 6/45 ;         May 24, 2013 ;    04-39-44-36-38-26 ;        11,862,012.00
 6/42 ;         May 23, 2013 ;    34-26-16-29-18-27 ;        12,791,220.00
 6/45 ;         May 22, 2013 ;    41-30-44-04-31-38 ;         9,000,000.00
 6/42 ;         May 21, 2013 ;    11-35-22-34-31-04 ;         8,969,584.00
 6/45 ;         May 20, 2013 ;    10-19-07-21-28-22 ;        46,457,326.60
 6/42 ;         May 18, 2013 ;    42-28-29-30-07-38 ;         6,000,000.00
 6/55 ;         May 18, 2013 ;    18-38-55-20-09-33 ;        30,000,000.00
 6/45 ;         May 17, 2013 ;    04-33-17-02-41-23 ;        39,289,858.60
 6/42 ;         May 16, 2013 ;    13-07-24-22-11-03 ;         9,455,994.00
 6/45 ;         May 15, 2013 ;    29-04-37-12-31-21 ;        29,721,162.60
 6/42 ;         May 14, 2013 ;    41-03-09-40-35-04 ;         6,112,818.00
 6/45 ;         May 13, 2013 ;    42-37-31-07-24-33 ;        25,134,453.00
 6/42 ;         May 11, 2013 ;    09-01-31-34-14-20 ;         3,177,664.20
 6/55 ;         May 11, 2013 ;    44-55-19-49-02-40 ;        30,000,000.00
 6/45 ;         May 10, 2013 ;    30-02-03-22-24-27 ;        21,725,316.00
 6/42 ;         May 09, 2013 ;    07-37-02-22-24-10 ;         3,099,204.00
 6/45 ;         May 08, 2013 ;    42-39-19-23-29-08 ;        16,432,489.80
 6/42 ;         May 07, 2013 ;    35-04-15-01-10-38 ;         6,800,232.60
 6/45 ;         May 06, 2013 ;    33-42-45-36-30-35 ;        12,595,728.60
 6/42 ;         May 04, 2013 ;    21-08-29-25-16-32 ;         3,318,328.80
 6/55 ;         May 04, 2013 ;    08-37-48-32-15-27 ;        30,000,000.00
 6/45 ;         May 03, 2013 ;    25-39-18-04-03-16 ;         8,436,555.00
 6/42 ;         May 02, 2013 ;    28-18-16-12-02-05 ;         9,530,051.40
 6/45 ;         May 01, 2013 ;    37-21-36-32-12-31 ;         4,500,000.00
 6/42 ;       April 30, 2013 ;    26-36-03-37-33-20 ;         6,073,767.00
 6/45 ;       April 29, 2013 ;    34-37-17-09-14-21 ;        45,049,768.20
 6/42 ;       April 27, 2013 ;    40-03-06-19-14-39 ;         3,016,951.20
 6/55 ;       April 27, 2013 ;    01-29-05-17-52-35 ;        30,000,000.00
 6/45 ;       April 26, 2013 ;    21-09-22-40-01-39 ;        40,001,139.00
 6/42 ;       April 25, 2013 ;    32-26-05-16-20-02 ;         5,960,842.20
 6/45 ;       April 24, 2013 ;    30-41-19-37-26-31 ;        34,126,039.80
 6/42 ;       April 23, 2013 ;    30-33-14-37-39-13 ;         3,071,815.20
 6/45 ;       April 22, 2013 ;    15-44-13-09-37-01 ;        29,525,070.60
 6/42 ;       April 20, 2013 ;    33-15-25-12-31-19 ;         9,633,472.20
 6/55 ;       April 20, 2013 ;    07-27-48-53-11-31 ;       132,004,796.40
 6/45 ;       April 19, 2013 ;    30-38-39-31-25-13 ;        24,884,962.20
 6/42 ;       April 18, 2013 ;    24-08-16-31-18-33 ;         6,259,372.20
 6/45 ;       April 17, 2013 ;    27-02-45-30-33-07 ;        19,304,550.00
 6/42 ;       April 16, 2013 ;    28-23-07-17-26-12 ;         3,181,419.00
 6/45 ;       April 15, 2013 ;    42-41-44-18-26-30 ;        15,225,278.40
 6/42 ;       April 13, 2013 ;    22-11-03-24-18-39 ;         9,012,034.80
 6/55 ;       April 13, 2013 ;    30-22-54-51-13-31 ;       101,173,759.20
 6/45 ;       April 12, 2013 ;    15-16-35-29-36-02 ;        11,249,332.20
 6/42 ;       April 11, 2013 ;    17-24-22-06-07-19 ;         5,734,461.60
 6/45 ;       April 10, 2013 ;    45-36-35-22-39-03 ;         6,562,000.80
 6/42 ;       April 09, 2013 ;    31-27-24-30-29-05 ;         3,000,000.00
 6/45 ;       April 08, 2013 ;    22-40-33-27-20-05 ;         4,500,000.00
 6/42 ;       April 06, 2013 ;    41-01-30-22-07-24 ;         6,113,784.60
 6/55 ;       April 06, 2013 ;    09-14-33-35-37-47 ;        79,539,544.80
 6/45 ;       April 05, 2013 ;    12-29-40-32-41-01 ;         7,867,515.60
 6/42 ;       April 04, 2013 ;    39-40-31-06-04-27 ;         3,129,951.60
 6/45 ;       April 03, 2013 ;    13-23-22-25-35-20 ;         4,500,000.00
 6/42 ;       April 02, 2013 ;    23-05-37-08-01-24 ;        51,895,060.20
 6/45 ;       April 01, 2013 ;    27-42-34-37-28-43 ;        20,254,431.60
 6/55 ;       March 27, 2013 ;    32-39-09-24-16-29 ;        61,594,135.20
 6/49 ;       March 26, 2013 ;    41-03-35-17-06-04 ;        17,334,446.40
 6/55 ;       March 25, 2013 ;    23-18-48-19-29-16 ;        56,092,114.80
 6/49 ;       March 24, 2013 ;    12-26-06-40-24-34 ;        16,000,000.00
 6/49 ;       March 21, 2013 ;    13-42-15-37-07-04 ;        16,000,000.00
 6/55 ;       March 20, 2013 ;    50-19-44-24-41-09 ;        45,464,853.60
 6/49 ;       March 19, 2013 ;    43-02-26-29-12-06 ;        16,000,000.00
 6/55 ;       March 18, 2013 ;    49-32-41-05-12-55 ;        40,367,124.00
 6/49 ;       March 17, 2013 ;    09-17-28-36-19-33 ;        37,655,647.20
 6/49 ;       March 14, 2013 ;    40-30-22-16-07-34 ;        30,956,122.80
 6/55 ;       March 13, 2013 ;    48-08-13-40-10-21 ;        30,586,744.80
 6/49 ;       March 12, 2013 ;    41-40-31-27-28-36 ;        26,553,654.00
 6/55 ;       March 11, 2013 ;    06-37-42-20-19-30 ;        30,000,000.00
 6/49 ;       March 10, 2013 ;    08-21-13-47-29-48 ;        22,251,812.40
 6/49 ;       March 07, 2013 ;    26-43-31-38-22-02 ;        16,000,000.00
 6/55 ;       March 06, 2013 ;    08-32-16-05-12-23 ;        30,000,000.00
 6/49 ;       March 05, 2013 ;    22-04-45-49-10-40 ;        16,000,000.00
 6/55 ;       March 04, 2013 ;    47-51-21-18-32-31 ;        30,000,000.00
 6/49 ;       March 03, 2013 ;    32-41-01-27-30-37 ;        16,000,000.00
 6/49 ;    February 28, 2013 ;    28-30-07-36-33-15 ;        67,272,040.80
 6/55 ;    February 27, 2013 ;    21-20-23-18-13-11 ;        81,670,273.20
 6/49 ;    February 26, 2013 ;    39-02-13-32-04-18 ;        61,281,226.80
 6/55 ;    February 25, 2013 ;    31-36-02-41-13-25 ;        75,052,576.80
 6/49 ;    February 24, 2013 ;    15-38-12-10-05-07 ;        55,882,875.60
 6/49 ;    February 21, 2013 ;    39-27-09-13-22-10 ;        48,618,601.20
 6/55 ;    February 20, 2013 ;    45-51-54-26-23-30 ;        62,564,439.60
 6/49 ;    February 19, 2013 ;    41-44-26-21-13-16 ;        43,317,702.00
 6/55 ;    February 18, 2013 ;    25-13-49-07-43-34 ;        56,482,106.40
 6/49 ;    February 17, 2013 ;    07-23-14-45-18-48 ;        38,282,709.60
 6/49 ;    February 14, 2013 ;    09-04-41-11-17-42 ;        31,339,407.60
 6/55 ;    February 13, 2013 ;    27-28-25-16-05-09 ;        44,553,103.20
 6/49 ;    February 12, 2013 ;    03-19-29-39-01-43 ;        26,477,906.40
 6/55 ;    February 11, 2013 ;    40-16-07-19-21-11 ;        39,708,892.80
 6/49 ;    February 10, 2013 ;    19-47-29-33-20-32 ;        22,001,565.60
 6/49 ;    February 07, 2013 ;    18-31-06-26-15-47 ;        16,000,000.00
 6/55 ;    February 06, 2013 ;    25-46-05-21-24-36 ;        30,000,000.00
 6/49 ;    February 05, 2013 ;    18-27-12-23-20-03 ;        16,000,000.00
 6/55 ;    February 04, 2013 ;    18-51-32-43-07-16 ;        30,000,000.00
 6/49 ;    February 03, 2013 ;    10-43-09-07-45-03 ;        16,000,000.00
 6/49 ;     January 31, 2013 ;    47-45-39-11-14-23 ;        69,103,170.00
 6/55 ;     January 30, 2013 ;    07-14-08-49-15-13 ;        30,000,000.00
 6/49 ;     January 29, 2013 ;    48-22-15-12-18-01 ;        62,411,180.40
 6/55 ;     January 28, 2013 ;    27-22-36-24-18-38 ;        30,000,000.00
 6/49 ;     January 27, 2013 ;    45-43-30-21-42-33 ;        56,341,080.00
 6/49 ;     January 24, 2013 ;    45-23-34-20-48-08 ;        48,879,601.20
 6/55 ;     January 23, 2013 ;    23-16-24-54-21-08 ;        40,940,528.40
 6/49 ;     January 22, 2013 ;    13-22-04-15-32-31 ;        43,791,796.80
 6/55 ;     January 21, 2013 ;    12-42-50-08-52-37 ;        36,190,087.20
 6/49 ;     January 20, 2013 ;    07-21-01-06-14-39 ;        38,887,138.80
 6/49 ;     January 17, 2013 ;    21-26-45-34-10-01 ;        32,147,319.60
 6/55 ;     January 16, 2013 ;    19-49-38-32-43-31 ;        30,000,000.00
 6/49 ;     January 15, 2013 ;    02-34-27-11-14-07 ;        27,084,128.40
 6/55 ;     January 14, 2013 ;    55-14-23-22-47-24 ;        30,000,000.00
 6/49 ;     January 13, 2013 ;    32-21-18-49-07-05 ;        22,458,211.20
 6/49 ;     January 10, 2013 ;    36-42-34-29-47-37 ;        16,083,082.80
 6/55 ;     January 09, 2013 ;    25-52-54-37-20-51 ;        30,000,000.00
 6/49 ;     January 08, 2013 ;    49-19-34-17-45-41 ;        16,000,000.00
 6/55 ;     January 07, 2013 ;    08-45-12-20-47-28 ;        30,000,000.00
 6/49 ;     January 06, 2013 ;    18-02-46-03-30-38 ;        16,000,000.00
 6/49 ;     January 03, 2013 ;    23-11-25-18-09-03 ;        16,000,000.00
 6/55 ;     January 02, 2013 ;    16-33-22-41-06-25 ;        85,745,952.00
